Time,Type,Target,Status,Details
2025-05-03 00:23:55,SERVICE,10.17.48.210,identified,"{""port"":445,""service"":""unknown""}"
2025-05-03 00:23:58,SERVICE,10.17.172.184,identified,"{""banner"":""."",""port"":139,""service"":""unknown""}"
2025-05-03 00:23:58,SERVICE,10.17.172.184,identified,"{""domain_name"":""WORKGROUP"",""mac"":""50:2f:9b:9a:0e:b6"",""port"":139,""server_service"":""LAPTOP-HLTMFFA4"",""workstation_service"":""LAPTOP-HLTMFFA4""}"
2025-05-03 00:23:58,SERVICE,10.17.172.184,identified,"{""port"":445,""service"":""unknown""}"
2025-05-03 00:24:02,SERVICE,10.17.20.74,identified,"{""banner"":""."",""port"":139,""service"":""unknown""}"
2025-05-03 00:24:02,SERVICE,10.17.20.74,identified,"{""domain_name"":""WORKGROUP"",""mac"":""f0:19:d8:8f:5f:ab"",""port"":139,""server_service"":""WANG"",""workstation_service"":""WANG""}"
2025-05-03 00:24:05,PORT,10.17.19.181,open,"{""port"":139}"
2025-05-03 00:24:05,PORT,10.17.19.181,open,"{""port"":445}"
2025-05-03 00:24:05,PORT,10.17.19.181,open,"{""port"":135}"
2025-05-03 00:24:08,PORT,10.17.47.217,open,"{""port"":445}"
2025-05-03 00:24:08,PORT,10.17.47.217,open,"{""port"":135}"
2025-05-03 00:24:11,SERVICE,10.17.19.181,identified,"{""banner"":""."",""port"":139,""service"":""unknown""}"
2025-05-03 00:24:11,SERVICE,10.17.19.181,identified,"{""domain_name"":""WORKGROUP"",""mac"":""f8:89:d2:83:43:9b"",""port"":139,""server_service"":""LAPTOP-MRTUT1FH"",""workstation_service"":""LAPTOP-MRTUT1FH""}"
2025-05-03 00:24:11,SERVICE,10.17.19.181,identified,"{""port"":445,""service"":""unknown""}"
2025-05-03 00:24:14,SERVICE,10.17.47.217,identified,"{""port"":445,""service"":""unknown""}"
2025-05-03 00:24:17,PORT,10.17.140.137,open,"{""port"":445}"
2025-05-03 00:24:17,PORT,10.17.140.137,open,"{""port"":139}"
2025-05-03 00:24:17,PORT,10.17.140.137,open,"{""port"":135}"
2025-05-03 00:24:19,PORT,10.17.140.168,open,"{""port"":139}"
2025-05-03 00:24:19,PORT,10.17.140.168,open,"{""port"":445}"
2025-05-03 00:24:19,PORT,10.17.140.168,open,"{""port"":135}"
2025-05-03 00:24:20,PORT,10.17.62.212,open,"{""port"":139}"
2025-05-03 00:24:20,PORT,10.17.62.212,open,"{""port"":445}"
2025-05-03 00:24:20,PORT,10.17.62.212,open,"{""port"":135}"
2025-05-03 00:24:20,SERVICE,10.17.20.74,identified,"{""port"":445,""service"":""unknown""}"
2025-05-03 00:24:22,SERVICE,10.17.140.137,identified,"{""banner"":""."",""port"":139,""service"":""unknown""}"
2025-05-03 00:24:22,SERVICE,10.17.140.137,identified,"{""computer_name"":""Bubble"",""domain_name"":""Bubble"",""mac"":""4c:5f:70:ca:97:34"",""netbios_computer"":""BUBBLE"",""netbios_domain"":""BUBBLE"",""os_version"":""Windows 10 Home China 26100"",""port"":139,""server_service"":""BUBBLE"",""workstation_service"":""BUBBLE""}"
2025-05-03 00:24:22,SERVICE,10.17.140.137,identified,"{""port"":445,""service"":""unknown""}"
2025-05-03 00:24:24,SERVICE,10.17.140.168,identified,"{""banner"":""."",""port"":139,""service"":""unknown""}"
2025-05-03 00:24:24,SERVICE,10.17.140.168,identified,"{""domain_name"":""WORKGROUP"",""mac"":""04:e8:b9:38:2a:5c"",""port"":139,""server_service"":""LAPTOP-3GCDN1EM"",""workstation_service"":""LAPTOP-3GCDN1EM""}"
2025-05-03 00:24:25,SERVICE,10.17.140.168,identified,"{""port"":445,""service"":""unknown""}"
2025-05-03 00:24:25,SERVICE,10.17.62.212,identified,"{""banner"":""."",""port"":139,""service"":""unknown""}"
2025-05-03 00:24:26,SERVICE,10.17.62.212,identified,"{""domain_name"":""WORKGROUP"",""mac"":""f4:c8:8a:68:4c:50"",""port"":139,""server_service"":""ADMINISTRATOR"",""workstation_service"":""ADMINISTRATOR""}"
2025-05-03 00:24:26,SERVICE,10.17.62.212,identified,"{""port"":445,""service"":""unknown""}"
2025-05-03 00:24:45,SERVICE,10.17.113.176,identified,"{""port"":135,""service"":""unknown""}"
2025-05-03 00:24:45,SERVICE,10.17.189.104,identified,"{""port"":135,""service"":""unknown""}"
2025-05-03 00:24:48,SERVICE,10.17.209.234,identified,"{""port"":135,""service"":""unknown""}"
2025-05-03 00:24:50,SERVICE,10.17.52.109,identified,"{""port"":135,""service"":""unknown""}"
2025-05-03 00:24:54,SERVICE,10.17.48.210,identified,"{""port"":135,""service"":""unknown""}"
2025-05-03 00:24:58,SERVICE,10.17.172.184,identified,"{""port"":135,""service"":""unknown""}"
2025-05-03 00:24:59,SERVICE,10.17.20.74,identified,"{""port"":135,""service"":""unknown""}"
2025-05-03 00:25:11,SERVICE,10.17.19.181,identified,"{""port"":135,""service"":""unknown""}"
2025-05-03 00:25:13,SERVICE,10.17.47.217,identified,"{""port"":135,""service"":""unknown""}"
2025-05-03 00:25:22,SERVICE,10.17.140.137,identified,"{""port"":135,""service"":""unknown""}"
2025-05-03 00:25:24,SERVICE,10.17.140.168,identified,"{""port"":135,""service"":""unknown""}"
2025-05-03 00:25:25,SERVICE,10.17.62.212,identified,"{""port"":135,""service"":""unknown""}"
